20,16
0,0,32,0,43,0,0,0,0,39,0,0,0,0,59,0
29,0,0,0,0,0,0,0,0,36,0,0,0,0,56,0
0,0,0,44,0,57,0,0,0,0,0,0,54,0,38,0
0,0,0,0,58,0,34,0,33,44,0,0,0,0,0,0
0,43,36,0,0,0,0,0,0,43,0,0,0,0,22,0
0,0,0,0,0,0,0,0,59,0,0,59,59,0,0,51
0,57,51,35,0,0,0,0,0,0,0,0,59,0,0,0
0,0,0,0,0,0,31,53,0,40,0,0,0,0,47,0
0,0,0,0,0,0,0,26,45,0,0,0,0,0,42,50
0,0,0,0,0,0,49,0,51,24,0,0,0,0,34,0
0,0,0,50,21,0,0,0,0,47,0,0,43,0,0,0
0,0,0,0,0,47,0,0,0,0,0,26,23,0,44,0
0,0,0,0,49,48,51,0,0,0,22,0,0,0,0,0
0,0,0,28,0,43,0,0,0,0,0,36,0,0,0,35
0,0,0,55,0,0,0,23,0,58,0,0,44,0,0,0
0,0,20,0,0,22,27,0,0,0,23,0,0,0,0,0
0,0,0,0,29,0,0,58,0,36,58,0,0,0,0,0
0,0,0,28,0,0,59,0,0,0,49,0,0,59,0,0
0,26,0,54,0,0,0,0,0,0,0,0,57,20,0,0
0,0,0,0,25,0,48,0,47,34,0,0,0,0,0,0
